	Site	Site_Main geographic region	Site_Country	Site_Province / Region	Site_Locality	Site_Latitude	Site_Longitude	Site_Site type	Site_description	Site_Quantity	Site_note	Individual	Individual_Archaeologist group	Individual_Archaeologist ID	Individual_Date	Individual_Datation method	Individual_Age	Individual_Gender	Individual_Linked individuals	Individual_description	Individual_Quantity	Individual_note	Skeleton Element	Skeleton Element_Storage	Skeleton Element_Exportation Permit Number	Skeleton Element_Bone type	Skeleton Element_Skeleton element	Skeleton Element_Archaeologist sample ID	Skeleton Element_Observation Drilling	Skeleton Element_Pictures Labelling	Skeleton Element_Observation Labelling	Skeleton Element_Pictures Drilling	Skeleton Element_description	Skeleton Element_Quantity	Skeleton Element_note	Extract	Extract_Storage	Extract_Date of drilling	Extract_Person in charge	Extract_Laboratory where processed	Extract_Extract Type	Extract_Conservation	Extract_Pathology description	Extract_Pathology	Extract_Taken for extraction	Extract_Extraction Comment	Extract_density UDG treatment (ng/uL)	Extract_Volume UDG treatment (uL)	Extract_mass UDG in Tube (ng)	Extract_Extracted	Extract_description	Extract_Quantity	Extract_note	Non Indexed Library	Non Indexed Library_Storage	Non Indexed Library_Person in charge	Non Indexed Library_Date of preparation	Non Indexed Library_Labroatory where prepared	Non Indexed Library_UDG treatment type	Non Indexed Library_SSB and Adapters dilution type	Non Indexed Library_Temporary UDG treated extract location	Non Indexed Library_Initial Volume (uL)	Non Indexed Library_Remaining Volume (uL)	Non Indexed Library_description	Non Indexed Library_Quantity	Non Indexed Library_note	Indexed Library	Indexed Library_Storage	Indexed Library_Person in charge	Indexed Library_Laboratory where processed	Indexed Library_Date of preparation	Indexed Library_qPCR	Indexed Library_number of Ct	Indexed Library_Date of qPCR	Indexed Library_qPCR Comment 	Indexed Library_Dual Unique Index ID	Indexed Library_Indexing PCR (# cycles)	Indexed Library_Density QC-1 nmol/L	Indexed Library_Number of QC performed	Indexed Library_Density QC-1 ng/uL	Indexed Library_QC-1 Elution Volume of Library (uL)	Indexed Library_QC-1 Average Read Length (bp)	Indexed Library_Library Profile	Indexed Library_QC-1 date	Indexed Library_Volume taken for indexing (uL)	Indexed Library_Indexing PCR date	Indexed Library_Sample well in library profile file	Indexed Library_description	Indexed Library_Quantity	Indexed Library_note
724	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0093	Mariano del Papa	304	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0093.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	304	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0093.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	does not weight much but it's there	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.0Gram	nan / actual weight reported: <0.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
725	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0094	Mariano del Papa	307	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0094.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	307	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0094.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.009Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
726	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0095	Mariano del Papa	310	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0095.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	310	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0095.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.004Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
727	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0096	Mariano del Papa	312	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0096.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	312	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0096.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.008Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
728	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0097	Mariano del Papa	320	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0097.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	320	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0097.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	does not weight much but it's there	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.0Gram	nan / actual weight reported: <0.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
729	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0098	Mariano del Papa	321	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0098.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	321	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0098.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.004Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
730	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0099	Mariano del Papa	326	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0099.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	326	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0099.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.011Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
731	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0100	Mariano del Papa	327	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0100.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	327	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0100.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.002Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
732	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0101	Mariano del Papa	329	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0101.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	329	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0101.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	does not weight much but it's there	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.0Gram	nan / actual weight reported: <0.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
733	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0102	Mariano del Papa	331	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0102.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	331	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0102.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.001Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
734	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0103	Mariano del Papa	335	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0103.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	335	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0103.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.007Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
735	Partido del Azul-Unknown	Araucano / Buenos Aires	Argentina	Buenos Aires	Localities-post Campaña del Desierto	-36.795525	-59.874672222222	nan	Nothing entered	1.0Unit	Updated from API	AR0104	Mariano del Papa	355	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0104.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	355	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0104.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.001Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
736	Laguna del Juncal-Unknown	Valle inferior Río Chubut	Argentina	Buenos Aires	Laguna del Juncal	-40.851030555556	-63.046327777778	Cementery	Nothing entered	1.0Unit	Updated from API	AR0105	Mariano del Papa	801	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0105.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	801	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0105.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.001Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
737	Laguna del Juncal-Unknown	Valle inferior Río Chubut	Argentina	Buenos Aires	Laguna del Juncal	-40.851030555556	-63.046327777778	Cementery	Nothing entered	1.0Unit	Updated from API	AR0106	Mariano del Papa	806	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0106.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	806	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0106.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.004Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
738	Gaiman-Trelew-Unknown	Valle inferior Río Chubut	Argentina	Chubut	Gaiman-Trelew	-43.3065	-65.38175	Cementery	Nothing entered	1.0Unit	Updated from API	AR0107	Mariano del Papa	1126	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0107.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1126	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0107.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.002Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
739	Gaiman-Trelew-Unknown	Valle inferior Río Chubut	Argentina	Chubut	Gaiman-Trelew	-43.3065	-65.38175	Cementery	Nothing entered	1.0Unit	Updated from API	AR0108	Mariano del Papa	1127	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0108.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1127	none see pictures	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0108.1	nan	1.0Unit	Updated from API	AR0108.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-05-28	Maria Lopopolo	Hannes Schroeder	dental calculus	weights too much but could be real taken from more individuals	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.02Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
740	Gaiman-Trelew-Unknown	Valle inferior Río Chubut	Argentina	Chubut	Gaiman-Trelew	-43.3065	-65.38175	Cementery	Nothing entered	1.0Unit	Updated from API	AR0109	Mariano del Papa	1129	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0109.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1129	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0109.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.004Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
741	Gaiman-Trelew-Unknown	Valle inferior Río Chubut	Argentina	Chubut	Gaiman-Trelew	-43.3065	-65.38175	Cementery	Nothing entered	1.0Unit	Updated from API	AR0110	Mariano del Papa	1224	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0110.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1224	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0110.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	dusty, may contain soil, dark calculus	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.016Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
742	Gaiman-Trelew-Unknown	Valle inferior Río Chubut	Argentina	Chubut	Gaiman-Trelew	-43.3065	-65.38175	Cementery	Nothing entered	1.0Unit	Updated from API	AR0111	Mariano del Papa	1225	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0111.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1225	none, see picture	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0111.1	nan	1.0Unit	Updated from API	AR0111.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-05-28	Maria Lopopolo	Hannes Schroeder	dental calculus	although very light, there is quite a lot of calculus in the bag	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.005Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
743	Gaiman-Trelew-Unknown	Valle inferior Río Chubut	Argentina	Chubut	Gaiman-Trelew	-43.3065	-65.38175	Cementery	Nothing entered	1.0Unit	Updated from API	AR0112	Mariano del Papa	1248	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0112.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1248	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0112.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.009Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
744	Calchaqui-Unknown	Calchaqui	Argentina	Catamarca	Santa Maria	-26.722294444444	-66.078111111111	nan	Nothing entered	1.0Unit	Updated from API	AR0113	Mariano del Papa	1591	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0113.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1591	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	very weird looking calculus (looks like very old and some is on the endge)	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0113.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	may contain soil	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.001Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
745	Calchaqui-Unknown	Calchaqui	Argentina	Catamarca	Santa Maria	-26.722294444444	-66.078111111111	nan	Nothing entered	1.0Unit	Updated from API	AR0114	Mariano del Papa	1595	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0114.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1595	none, see picture	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	NA	/pasteur/entites/metapaleo/Research/ERC-project/Samples/pictures/Drilling/AR0114.1	nan	1.0Unit	Updated from API	AR0114.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-05-28	Maria Lopopolo	Hannes Schroeder	dental calculus	none, see picture	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	Nothing entered	0.009Gram	Nothing entered	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
746	Calchaqui-Unknown	Calchaqui	Argentina	Catamarca	Santa Maria	-26.722294444444	-66.078111111111	nan	Nothing entered	1.0Unit	Updated from API	AR0115	Mariano del Papa	1597	NA	NA	NA	NA	Nothing entered	Nothing entered	1.0Unit	Updated from API	AR0115.1	In Copenhagen	delPapa_DentalCalculus	Dental Calculus	Dental Calculus	1597	NA	/pasteur/gaia/entites/metapaleo/Research/ERC-project/Samples/pictures/MarianoDelPapa/Calculus	Low amount	NA	Mariano del Papa, collected from zip-lock bags	1.0Unit	Updated from API	AR0115.1.01	Hannes Freezer, bag Mix batch, Mariano del Papa dental calculus extraction	2021-11-30	Maria Lopopolo	Hannes Schroeder	dental calculus	none	Nothing entered	no	yes	Nothing entered	Nothing entered	Nothing entered	Nothing entered	NA	nan	0.003Gram	nan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
